pecha_id,source_batch,has_tsawa_layer,n_spans,n_isverse_true,n_isverse_false,n_isverse_missing,base_chars,tsawa_chars_sum,tsawa_chars_union,coverage_pct,avg_span_len,median_span_len,n_zero_length,n_inverted,n_out_of_bounds,n_overlap_pairs,n_spans_overlapping,parse_status,notes,opf_root,tsawa_path,base_path
I97B90DC0,new,True,2,0,2,0,301570,85,85,0.028186,42.5,42.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I97B90DC0.opf/I97B90DC0.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I97B90DC0.opf/I97B90DC0.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I97B90DC0.opf/I97B90DC0.opf/base/v001.txt
I97D6FE6E,new,False,0,0,0,0,4885,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I97D6FE6E.opf/I97D6FE6E.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I97D6FE6E.opf/I97D6FE6E.opf/base/v001.txt
I9811592F,new,True,61,61,0,0,116840,1929,1929,1.650976,31.623,28.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9811592F.opf/I9811592F.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9811592F.opf/I9811592F.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9811592F.opf/I9811592F.opf/base/v001.txt
I98D03292,new,True,373,359,14,0,412649,55718,55718,13.502517,149.378,118.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I98D03292.opf/I98D03292.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I98D03292.opf/I98D03292.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I98D03292.opf/I98D03292.opf/base/v001.txt
I99DF06AA,new,False,0,0,0,0,475299,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I99DF06AA.opf/I99DF06AA.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I99DF06AA.opf/I99DF06AA.opf/base/v001.txt
I99F347E4,new,False,0,0,0,0,12596,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I99F347E4.opf/I99F347E4.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I99F347E4.opf/I99F347E4.opf/base/v001.txt
I9AEEF96A,new,True,20,17,3,0,11369,2642,2642,23.238631,139.053,153.0,1,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9AEEF96A.opf/I9AEEF96A.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9AEEF96A.opf/I9AEEF96A.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9AEEF96A.opf/I9AEEF96A.opf/base/v001.txt
I9B6A4525,new,True,203,3,200,0,246392,8410,8410,3.41326,41.429,36.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9B6A4525.opf/I9B6A4525.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9B6A4525.opf/I9B6A4525.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9B6A4525.opf/I9B6A4525.opf/base/v001.txt
I9CB71958,new,True,139,1,138,0,31805,3247,3247,10.209087,23.36,20.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9CB71958.opf/I9CB71958.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9CB71958.opf/I9CB71958.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9CB71958.opf/I9CB71958.opf/base/v001.txt
I9D810AA7,new,False,0,0,0,0,19336,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9D810AA7.opf/I9D810AA7.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9D810AA7.opf/I9D810AA7.opf/base/v001.txt
I9D9C7AC9,new,True,43,41,2,0,14402,5768,5768,40.049993,134.14,75.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9D9C7AC9.opf/I9D9C7AC9.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9D9C7AC9.opf/I9D9C7AC9.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9D9C7AC9.opf/I9D9C7AC9.opf/base/v001.txt
I9DF09DD3,new,False,0,0,0,0,70209,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9DF09DD3.opf/I9DF09DD3.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9DF09DD3.opf/I9DF09DD3.opf/base/v001.txt
I9E666AF8,new,False,0,0,0,0,19307,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9E666AF8.opf/I9E666AF8.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9E666AF8.opf/I9E666AF8.opf/base/v001.txt
I9EE3E92B,new,False,0,0,0,0,26499,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9EE3E92B.opf/I9EE3E92B.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9EE3E92B.opf/I9EE3E92B.opf/base/v001.txt
I9FF2B59B,new,True,1230,1,1229,0,153228,24898,24898,16.248988,20.242,10.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/I9FF2B59B.opf/I9FF2B59B.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/I9FF2B59B.opf/I9FF2B59B.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/I9FF2B59B.opf/I9FF2B59B.opf/base/v001.txt
IA2F1ACFA,new,True,66,66,0,0,284423,8744,8744,3.074294,132.485,149.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA2F1ACFA.opf/IA2F1ACFA.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IA2F1ACFA.opf/IA2F1ACFA.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IA2F1ACFA.opf/IA2F1ACFA.opf/base/v001.txt
IA3DD1ADA,new,True,1,1,0,0,13071,15,15,0.114758,15.0,15.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA3DD1ADA.opf/IA3DD1ADA.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IA3DD1ADA.opf/IA3DD1ADA.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IA3DD1ADA.opf/IA3DD1ADA.opf/base/v001.txt
IA473D353,new,True,125,125,0,0,108809,13417,13417,12.330781,107.336,116.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA473D353.opf/IA473D353.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IA473D353.opf/IA473D353.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IA473D353.opf/IA473D353.opf/base/v001.txt
IA5AA757B,new,False,0,0,0,0,26247,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA5AA757B.opf/IA5AA757B.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA5AA757B.opf/IA5AA757B.opf/base/v001.txt
IA736981A,new,False,0,0,0,0,58044,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA736981A.opf/IA736981A.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA736981A.opf/IA736981A.opf/base/v001.txt
IA83BAC6F,new,False,0,0,0,0,120316,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA83BAC6F.opf/IA83BAC6F.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA83BAC6F.opf/IA83BAC6F.opf/base/v001.txt
IA9544907,new,False,0,0,0,0,45257,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA9544907.opf/IA9544907.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IA9544907.opf/IA9544907.opf/base/v001.txt
IAA85B9B5,new,True,13,11,2,0,10832,4127,4127,38.100074,317.462,156.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAA85B9B5.opf/IAA85B9B5.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IAA85B9B5.opf/IAA85B9B5.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IAA85B9B5.opf/IAA85B9B5.opf/base/v001.txt
IAAADCAA0,new,False,0,0,0,0,88023,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAAADCAA0.opf/IAAADCAA0.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAAADCAA0.opf/IAAADCAA0.opf/base/v001.txt
IAB948889,new,False,0,0,0,0,86696,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAB948889.opf/IAB948889.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAB948889.opf/IAB948889.opf/base/v001.txt
IABE7480B,new,False,0,0,0,0,58750,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IABE7480B.opf/IABE7480B.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IABE7480B.opf/IABE7480B.opf/base/v001.txt
IAC0C3AD3,new,False,0,0,0,0,6750,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAC0C3AD3.opf/IAC0C3AD3.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAC0C3AD3.opf/IAC0C3AD3.opf/base/v001.txt
IACBA255A,new,False,0,0,0,0,311043,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IACBA255A.opf/IACBA255A.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IACBA255A.opf/IACBA255A.opf/base/v001.txt
IACD4469E,new,False,0,0,0,0,524931,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IACD4469E.opf/IACD4469E.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IACD4469E.opf/IACD4469E.opf/base/v001.txt
IAE1E11E5,new,True,60,59,1,0,150336,6566,6566,4.36755,109.433,107.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAE1E11E5.opf/IAE1E11E5.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IAE1E11E5.opf/IAE1E11E5.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IAE1E11E5.opf/IAE1E11E5.opf/base/v001.txt
IAFA8F999,new,False,0,0,0,0,5599,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAFA8F999.opf/IAFA8F999.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IAFA8F999.opf/IAFA8F999.opf/base/v001.txt
IB047F8C7,new,True,79,79,0,0,272888,9230,9230,3.38234,116.835,73.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB047F8C7.opf/IB047F8C7.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB047F8C7.opf/IB047F8C7.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB047F8C7.opf/IB047F8C7.opf/base/v001.txt
IB2BA1922,new,False,0,0,0,0,790885,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB2BA1922.opf/IB2BA1922.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB2BA1922.opf/IB2BA1922.opf/base/v001.txt
IB4534838,new,False,0,0,0,0,102800,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB4534838.opf/IB4534838.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB4534838.opf/IB4534838.opf/base/v001.txt
IB45DE768,new,True,2,0,2,0,7695,43,43,0.558804,21.5,21.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB45DE768.opf/IB45DE768.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB45DE768.opf/IB45DE768.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB45DE768.opf/IB45DE768.opf/base/v001.txt
IB47565DE,new,True,1,1,0,0,275566,104,104,0.037741,104.0,104.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB47565DE.opf/IB47565DE.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB47565DE.opf/IB47565DE.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB47565DE.opf/IB47565DE.opf/base/v001.txt
IB4B89F9C,new,False,0,0,0,0,425538,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB4B89F9C.opf/IB4B89F9C.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB4B89F9C.opf/IB4B89F9C.opf/base/v001.txt
IB503BC08,new,False,0,0,0,0,54995,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB503BC08.opf/IB503BC08.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB503BC08.opf/IB503BC08.opf/base/v001.txt
IB522F095,new,True,1253,39,1214,0,281185,32467,32467,11.546491,25.911,26.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB522F095.opf/IB522F095.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB522F095.opf/IB522F095.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB522F095.opf/IB522F095.opf/base/v001.txt
IB5F523B2,new,True,2,0,2,0,4544,49,49,1.078345,24.5,24.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB5F523B2.opf/IB5F523B2.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB5F523B2.opf/IB5F523B2.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB5F523B2.opf/IB5F523B2.opf/base/v001.txt
IB8D599AA,new,True,309,307,2,0,388143,24553,24553,6.325761,79.46,70.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8D599AA.opf/IB8D599AA.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8D599AA.opf/IB8D599AA.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8D599AA.opf/IB8D599AA.opf/base/v001.txt
IB8EEB9FB,new,True,4,0,4,0,328903,2,2,0.000608,2.0,2.0,3,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8EEB9FB.opf/IB8EEB9FB.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8EEB9FB.opf/IB8EEB9FB.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8EEB9FB.opf/IB8EEB9FB.opf/base/v001.txt
IB8F4E5BE,new,True,228,0,228,0,916694,8811,8811,0.961171,38.645,38.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8F4E5BE.opf/IB8F4E5BE.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8F4E5BE.opf/IB8F4E5BE.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IB8F4E5BE.opf/IB8F4E5BE.opf/base/v001.txt
IB9CA8898,new,False,0,0,0,0,32658,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB9CA8898.opf/IB9CA8898.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IB9CA8898.opf/IB9CA8898.opf/base/v001.txt
IBB199AAB,new,False,0,0,0,0,74644,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBB199AAB.opf/IBB199AAB.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBB199AAB.opf/IBB199AAB.opf/base/v001.txt
IBB812389,new,False,0,0,0,0,54112,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBB812389.opf/IBB812389.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBB812389.opf/IBB812389.opf/base/v001.txt
IBBB26EA1,new,True,2,0,2,0,18588,42,42,0.225952,21.0,21.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBBB26EA1.opf/IBBB26EA1.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IBBB26EA1.opf/IBBB26EA1.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IBBB26EA1.opf/IBBB26EA1.opf/base/v001.txt
IBBFC3AAB,new,False,0,0,0,0,68534,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBBFC3AAB.opf/IBBFC3AAB.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBBFC3AAB.opf/IBBFC3AAB.opf/base/v001.txt
IBC775AF6,new,True,28,28,0,0,284388,5683,5683,1.998326,202.964,160.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBC775AF6.opf/IBC775AF6.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IBC775AF6.opf/IBC775AF6.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IBC775AF6.opf/IBC775AF6.opf/base/v001.txt
IBCF6B0BA,new,False,0,0,0,0,149555,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBCF6B0BA.opf/IBCF6B0BA.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBCF6B0BA.opf/IBCF6B0BA.opf/base/v001.txt
IBD1386A4,new,False,0,0,0,0,189841,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBD1386A4.opf/IBD1386A4.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBD1386A4.opf/IBD1386A4.opf/base/v001.txt
IBF8C5BB6,new,True,7,6,1,0,256079,528,528,0.206186,75.429,44.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBF8C5BB6.opf/IBF8C5BB6.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IBF8C5BB6.opf/IBF8C5BB6.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IBF8C5BB6.opf/IBF8C5BB6.opf/base/v001.txt
IBFACCCDF,new,True,128,128,0,0,141184,18376,18376,13.015639,143.562,147.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IBFACCCDF.opf/IBFACCCDF.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IBFACCCDF.opf/IBFACCCDF.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IBFACCCDF.opf/IBFACCCDF.opf/base/v001.txt
IC05A6BE0,new,True,166,155,11,0,126988,7662,7662,6.033641,46.157,39.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC05A6BE0.opf/IC05A6BE0.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IC05A6BE0.opf/IC05A6BE0.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IC05A6BE0.opf/IC05A6BE0.opf/base/v001.txt
IC3A7006F,new,True,2,0,2,0,81153,109,109,0.134314,54.5,54.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC3A7006F.opf/IC3A7006F.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IC3A7006F.opf/IC3A7006F.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IC3A7006F.opf/IC3A7006F.opf/base/v001.txt
IC421942A,new,False,0,0,0,0,63180,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC421942A.opf/IC421942A.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC421942A.opf/IC421942A.opf/base/v001.txt
IC555D0EB,new,True,2,0,2,0,300840,168,168,0.055844,84.0,84.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC555D0EB.opf/IC555D0EB.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IC555D0EB.opf/IC555D0EB.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IC555D0EB.opf/IC555D0EB.opf/base/v001.txt
IC5CE7FE9,new,True,247,200,47,0,339122,44327,44327,13.071107,179.462,124.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC5CE7FE9.opf/IC5CE7FE9.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IC5CE7FE9.opf/IC5CE7FE9.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IC5CE7FE9.opf/IC5CE7FE9.opf/base/v001.txt
IC6F06BCD,new,True,14,12,2,0,272537,2950,2950,1.082422,210.714,125.5,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC6F06BCD.opf/IC6F06BCD.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IC6F06BCD.opf/IC6F06BCD.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IC6F06BCD.opf/IC6F06BCD.opf/base/v001.txt
IC7A5FC73,new,False,0,0,0,0,357663,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC7A5FC73.opf/IC7A5FC73.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC7A5FC73.opf/IC7A5FC73.opf/base/v001.txt
IC868EE6F,new,False,0,0,0,0,14432,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC868EE6F.opf/IC868EE6F.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC868EE6F.opf/IC868EE6F.opf/base/v001.txt
IC87920B7,new,True,86,84,2,0,200891,13361,13361,6.65087,155.36,154.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC87920B7.opf/IC87920B7.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IC87920B7.opf/IC87920B7.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IC87920B7.opf/IC87920B7.opf/base/v001.txt
IC8A4519C,new,False,0,0,0,0,146968,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC8A4519C.opf/IC8A4519C.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC8A4519C.opf/IC8A4519C.opf/base/v001.txt
IC99C24DC,new,True,2,0,2,0,3111,48,48,1.542912,24.0,24.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC99C24DC.opf/IC99C24DC.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/IC99C24DC.opf/IC99C24DC.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/IC99C24DC.opf/IC99C24DC.opf/base/v001.txt
IC9EE0A24,new,False,0,0,0,0,57439,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC9EE0A24.opf/IC9EE0A24.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/IC9EE0A24.opf/IC9EE0A24.opf/base/v001.txt
ICC9840B6,new,True,2,2,0,0,600774,240,240,0.039948,120.0,120.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/ICC9840B6.opf/ICC9840B6.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/ICC9840B6.opf/ICC9840B6.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/ICC9840B6.opf/ICC9840B6.opf/base/v001.txt
ICD7F2351,new,False,0,0,0,0,32384,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/ICD7F2351.opf/ICD7F2351.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/ICD7F2351.opf/ICD7F2351.opf/base/v001.txt
ICDC84458,new,True,101,56,45,0,674665,13417,13417,1.988691,132.842,112.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/ICDC84458.opf/ICDC84458.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/ICDC84458.opf/ICDC84458.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/ICDC84458.opf/ICDC84458.opf/base/v001.txt
ID13E3867,new,False,0,0,0,0,483768,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/ID13E3867.opf/ID13E3867.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/ID13E3867.opf/ID13E3867.opf/base/v001.txt
ID4AD2D0E,new,True,18,15,3,0,8919,2103,2103,23.578877,116.833,147.0,0,0,0,0,0,ok,,/Users/tenzinyonten/layer_detection/data/raw_opf/ID4AD2D0E.opf/ID4AD2D0E.opf,/Users/tenzinyonten/layer_detection/data/raw_opf/ID4AD2D0E.opf/ID4AD2D0E.opf/layers/v001/Tsawa.yml,/Users/tenzinyonten/layer_detection/data/raw_opf/ID4AD2D0E.opf/ID4AD2D0E.opf/base/v001.txt
ID5714205,new,False,0,0,0,0,465233,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/ID5714205.opf/ID5714205.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/ID5714205.opf/ID5714205.opf/base/v001.txt
ID62D615D,new,False,0,0,0,0,15718,0,0,0.0,,,0,0,0,0,0,no_tsawa_layer,,/Users/tenzinyonten/layer_detection/data/raw_opf/ID62D615D.opf/ID62D615D.opf,,/Users/tenzinyonten/layer_detection/data/raw_opf/ID62D615D.opf/ID62D615D.opf/base/v001.txt
